Protein,7316-321  Log Ratio,7316-321  Unshared Log Ratio,7316-341 Log Ratio,7316-341 Unshared Log Ratio,7316-3069 Log Ratio,7316-3069 Unshared Log Ratio,7316-466 Log Ratio,7316-466 Unshared Log Ratio,7316-475 Log Ratio,7316-475 Unshared Log Ratio,7316-487 Log Ratio,7316-487 Unshared Log Ratio,7316-206 Log Ratio,7316-206 Unshared Log Ratio,7316-1851  Log Ratio,7316-1851  Unshared Log Ratio,7316-3319 Log Ratio,7316-3319 Unshared Log Ratio,7316-496 Log Ratio,7316-496 Unshared Log Ratio,7316-121.1 Log Ratio,7316-121.1 Unshared Log Ratio,7316-362 Log Ratio,7316-362 Unshared Log Ratio,7316-2581 Log Ratio,7316-2581 Unshared Log Ratio,7316-3555 Log Ratio,7316-3555 Unshared Log Ratio,7316-3316 Log Ratio,7316-3316 Unshared Log Ratio,7316-913 Log Ratio,7316-913 Unshared Log Ratio,7316-1781 Log Ratio,7316-1781 Unshared Log Ratio,7316-3765 Log Ratio,7316-3765 Unshared Log Ratio,7316-2193  Log Ratio,7316-2193  Unshared Log Ratio,7316-485 Log Ratio,7316-485 Unshared Log Ratio,7316-2671 Log Ratio,7316-2671 Unshared Log Ratio,7316-91  Log Ratio,7316-91  Unshared Log Ratio,7316-175  Log Ratio,7316-175  Unshared Log Ratio,7316-114 Log Ratio,7316-114 Unshared Log Ratio,7316-193  Log Ratio,7316-193  Unshared Log Ratio,7316-937 Log Ratio,7316-937 Unshared Log Ratio,7316-167  Log Ratio,7316-167  Unshared Log Ratio,7316-451 Log Ratio,7316-451 Unshared Log Ratio,7316-873 Log Ratio,7316-873 Unshared Log Ratio,7316-892  Log Ratio,7316-892  Unshared Log Ratio,7316-387 Log Ratio,7316-387 Unshared Log Ratio,7316-872 Log Ratio,7316-872 Unshared Log Ratio,7316-319  Log Ratio,7316-319  Unshared Log Ratio,7316-3  Log Ratio,7316-3  Unshared Log Ratio,7316-196  Log Ratio,7316-196  Unshared Log Ratio,7316-77  Log Ratio,7316-77  Unshared Log Ratio,7316-875 Log Ratio,7316-875 Unshared Log Ratio,7316-932 Log Ratio,7316-932 Unshared Log Ratio,7316-1790 Log Ratio,7316-1790 Unshared Log Ratio,7316-878 Log Ratio,7316-878 Unshared Log Ratio,7316-371 Log Ratio,7316-371 Unshared Log Ratio,7316-869 Log Ratio,7316-869 Unshared Log Ratio,7316-2155  Log Ratio,7316-2155  Unshared Log Ratio,7316-2667  Log Ratio,7316-2667  Unshared Log Ratio,7316-2156  Log Ratio,7316-2156  Unshared Log Ratio,7316-84  Log Ratio,7316-84  Unshared Log Ratio,7316-1746 Log Ratio,7316-1746 Unshared Log Ratio,7316-2181 Log Ratio,7316-2181 Unshared Log Ratio,7316-1772 Log Ratio,7316-1772 Unshared Log Ratio,7316-883 Log Ratio,7316-883 Unshared Log Ratio,7316-20  Log Ratio,7316-20  Unshared Log Ratio,7316-226  Log Ratio,7316-226  Unshared Log Ratio,7316-495 Log Ratio,7316-495 Unshared Log Ratio,7316-1793 Log Ratio,7316-1793 Unshared Log Ratio,7316-443 Log Ratio,7316-443 Unshared Log Ratio,7316-89  Log Ratio,7316-89  Unshared Log Ratio,7316-359  Log Ratio,7316-359  Unshared Log Ratio,7316-1773 Log Ratio,7316-1773 Unshared Log Ratio,7316-2899  Log Ratio,7316-2899  Unshared Log Ratio,7316-4341  Log Ratio,7316-4341  Unshared Log Ratio,7316-121.2 Log Ratio,7316-121.2 Unshared Log Ratio,7316-2758 Log Ratio,7316-2758 Unshared Log Ratio,7316-3575 Log Ratio,7316-3575 Unshared Log Ratio,7316-1751 Log Ratio,7316-1751 Unshared Log Ratio,7316-127  Log Ratio,7316-127  Unshared Log Ratio,7316-884 Log Ratio,7316-884 Unshared Log Ratio,7316-134 Log Ratio,7316-134 Unshared Log Ratio,7316-119 Log Ratio,7316-119 Unshared Log Ratio,7316-2760  Log Ratio,7316-2760  Unshared Log Ratio,7316-51  Log Ratio,7316-51  Unshared Log Ratio,7316-2729  Log Ratio,7316-2729  Unshared Log Ratio,7316-176 Log Ratio,7316-176 Unshared Log Ratio,7316-949 Log Ratio,7316-949 Unshared Log Ratio,7316-306  Log Ratio,7316-306  Unshared Log Ratio,7316-1455  Log Ratio,7316-1455  Unshared Log Ratio,7316-304  Log Ratio,7316-304  Unshared Log Ratio,7316-2141 Log Ratio,7316-2141 Unshared Log Ratio,7316-3773 Log Ratio,7316-3773 Unshared Log Ratio,7316-2900  Log Ratio,7316-2900  Unshared Log Ratio,7316-37  Log Ratio,7316-37  Unshared Log Ratio,7316-217 Log Ratio,7316-217 Unshared Log Ratio,7316-2723  Log Ratio,7316-2723  Unshared Log Ratio,7316-380 Log Ratio,7316-380 Unshared Log Ratio,7316-397  Log Ratio,7316-397  Unshared Log Ratio,7316-2140 Log Ratio,7316-2140 Unshared Log Ratio,7316-2669  Log Ratio,7316-2669  Unshared Log Ratio,7316-117 Log Ratio,7316-117 Unshared Log Ratio,7316-934  Log Ratio,7316-934  Unshared Log Ratio,7316-278  Log Ratio,7316-278  Unshared Log Ratio,7316-333  Log Ratio,7316-333  Unshared Log Ratio,7316-388 Log Ratio,7316-388 Unshared Log Ratio,7316-470 Log Ratio,7316-470 Unshared Log Ratio,7316-400 Log Ratio,7316-400 Unshared Log Ratio,7316-1769 Log Ratio,7316-1769 Unshared Log Ratio,7316-1854  Log Ratio,7316-1854  Unshared Log Ratio,7316-889 Log Ratio,7316-889 Unshared Log Ratio,7316-194 Log Ratio,7316-194 Unshared Log Ratio,7316-47  Log Ratio,7316-47  Unshared Log Ratio,7316-3023 Log Ratio,7316-3023 Unshared Log Ratio,7316-931 Log Ratio,7316-931 Unshared Log Ratio,7316-393  Log Ratio,7316-393  Unshared Log Ratio,7316-938 Log Ratio,7316-938 Unshared Log Ratio,7316-2152  Log Ratio,7316-2152  Unshared Log Ratio,7316-3561 Log Ratio,7316-3561 Unshared Log Ratio,7316-459 Log Ratio,7316-459 Unshared Log Ratio,7316-472 Log Ratio,7316-472 Unshared Log Ratio,7316-914 Log Ratio,7316-914 Unshared Log Ratio,7316-882  Log Ratio,7316-882  Unshared Log Ratio,7316-2146 Log Ratio,7316-2146 Unshared Log Ratio,7316-2751 Log Ratio,7316-2751 Unshared Log Ratio,7316-121.3 Log Ratio,7316-121.3 Unshared Log Ratio,7316-24 Log Ratio,7316-24 Unshared Log Ratio,7316-99  Log Ratio,7316-99  Unshared Log Ratio,7316-957 Log Ratio,7316-957 Unshared Log Ratio,7316-3055 Log Ratio,7316-3055 Unshared Log Ratio,7316-954 Log Ratio,7316-954 Unshared Log Ratio,7316-2648 Log Ratio,7316-2648 Unshared Log Ratio,7316-6  Log Ratio,7316-6  Unshared Log Ratio,7316-160 Log Ratio,7316-160 Unshared Log Ratio,7316-1784 Log Ratio,7316-1784 Unshared Log Ratio,7316-2151 Log Ratio,7316-2151 Unshared Log Ratio,7316-207 Log Ratio,7316-207 Unshared Log Ratio,7316-499 Log Ratio,7316-499 Unshared Log Ratio,7316-2183 Log Ratio,7316-2183 Unshared Log Ratio,7316-2144  Log Ratio,7316-2144  Unshared Log Ratio,7316-2663 Log Ratio,7316-2663 Unshared Log Ratio,7316-2757 Log Ratio,7316-2757 Unshared Log Ratio,7316-267  Log Ratio,7316-267  Unshared Log Ratio,7316-156  Log Ratio,7316-156  Unshared Log Ratio,7316-2901  Log Ratio,7316-2901  Unshared Log Ratio,7316-918 Log Ratio,7316-918 Unshared Log Ratio,7316-407  Log Ratio,7316-407  Unshared Log Ratio,7316-368 Log Ratio,7316-368 Unshared Log Ratio,7316-479 Log Ratio,7316-479 Unshared Log Ratio,7316-3299 Log Ratio,7316-3299 Unshared Log Ratio,7316-345 Log Ratio,7316-345 Unshared Log Ratio,7316-2195 Log Ratio,7316-2195 Unshared Log Ratio,7316-148  Log Ratio,7316-148  Unshared Log Ratio,7316-1771 Log Ratio,7316-1771 Unshared Log Ratio,7316-3045 Log Ratio,7316-3045 Unshared Log Ratio,7316-891 Log Ratio,7316-891 Unshared Log Ratio,7316-195 Log Ratio,7316-195 Unshared Log Ratio,7316-3025 Log Ratio,7316-3025 Unshared Log Ratio,7316-376 Log Ratio,7316-376 Unshared Log Ratio,7316-3057  Log Ratio,7316-3057  Unshared Log Ratio,7316-189 Log Ratio,7316-189 Unshared Log Ratio,7316-370  Log Ratio,7316-370  Unshared Log Ratio,7316-942 Log Ratio,7316-942 Unshared Log Ratio,7316-173  Log Ratio,7316-173  Unshared Log Ratio,7316-2154 Log Ratio,7316-2154 Unshared Log Ratio,7316-925 Log Ratio,7316-925 Unshared Log Ratio,7316-2755 Log Ratio,7316-2755 Unshared Log Ratio,7316-3062 Log Ratio,7316-3062 Unshared Log Ratio,7316-2170 Log Ratio,7316-2170 Unshared Log Ratio,7316-3556 Log Ratio,7316-3556 Unshared Log Ratio,7316-166 Log Ratio,7316-166 Unshared Log Ratio,7316-154  Log Ratio,7316-154  Unshared Log Ratio,7316-334 Log Ratio,7316-334 Unshared Log Ratio,7316-198  Log Ratio,7316-198  Unshared Log Ratio,7316-490 Log Ratio,7316-490 Unshared Log Ratio,7316-121.4 Log Ratio,7316-121.4 Unshared Log Ratio,7316-70  Log Ratio,7316-70  Unshared Log Ratio,7316-452 Log Ratio,7316-452 Unshared Log Ratio,7316-1886  Log Ratio,7316-1886  Unshared Log Ratio,7316-880  Log Ratio,7316-880  Unshared Log Ratio,7316-952 Log Ratio,7316-952 Unshared Log Ratio,7316-3570 Log Ratio,7316-3570 Unshared Log Ratio,7316-111 Log Ratio,7316-111 Unshared Log Ratio,7316-3022 Log Ratio,7316-3022 Unshared Log Ratio,7316-3303 Log Ratio,7316-3303 Unshared Log Ratio,7316-391 Log Ratio,7316-391 Unshared Log Ratio,7316-347 Log Ratio,7316-347 Unshared Log Ratio,7316-454  Log Ratio,7316-454  Unshared Log Ratio,7316-2187 Log Ratio,7316-2187 Unshared Log Ratio,7316-162 Log Ratio,7316-162 Unshared Log Ratio,7316-2174  Log Ratio,7316-2174  Unshared Log Ratio,7316-2959  Log Ratio,7316-2959  Unshared Log Ratio,7316-449 Log Ratio,7316-449 Unshared Log Ratio,7316-230  Log Ratio,7316-230  Unshared Log Ratio,7316-893 Log Ratio,7316-893 Unshared Log Ratio,7316-1775 Log Ratio,7316-1775 Unshared Log Ratio,7316-2167 Log Ratio,7316-2167 Unshared Log Ratio,7316-3571 Log Ratio,7316-3571 Unshared Log Ratio,7316-905 Log Ratio,7316-905 Unshared Log Ratio,7316-488 Log Ratio,7316-488 Unshared Log Ratio,7316-120 Log Ratio,7316-120 Unshared Log Ratio,7316-2184 Log Ratio,7316-2184 Unshared Log Ratio,7316-130 Log Ratio,7316-130 Unshared Log Ratio,7316-350  Log Ratio,7316-350  Unshared Log Ratio,7316-944 Log Ratio,7316-944 Unshared Log Ratio,7316-324  Log Ratio,7316-324  Unshared Log Ratio,7316-178 Log Ratio,7316-178 Unshared Log Ratio,7316-3068 Log Ratio,7316-3068 Unshared Log Ratio,7316-183  Log Ratio,7316-183  Unshared Log Ratio,7316-124 Log Ratio,7316-124 Unshared Log Ratio,7316-2157  Log Ratio,7316-2157  Unshared Log Ratio,7316-32  Log Ratio,7316-32  Unshared Log Ratio,7316-168 Log Ratio,7316-168 Unshared Log Ratio,7316-344  Log Ratio,7316-344  Unshared Log Ratio,7316-442 Log Ratio,7316-442 Unshared Log Ratio,7316-302  Log Ratio,7316-302  Unshared Log Ratio,7316-394 Log Ratio,7316-394 Unshared Log Ratio,7316-2986  Log Ratio,7316-2986  Unshared Log Ratio,7316-1760 Log Ratio,7316-1760 Unshared Log Ratio,7316-936  Log Ratio,7316-936  Unshared Log Ratio,7316-109 Log Ratio,7316-109 Unshared Log Ratio,7316-2664 Log Ratio,7316-2664 Unshared Log Ratio,7316-332 Log Ratio,7316-332 Unshared Log Ratio,7316-3292 Log Ratio,7316-3292 Unshared Log Ratio,7316-3300 Log Ratio,7316-3300 Unshared Log Ratio,7316-121.5 Log Ratio,7316-121.5 Unshared Log Ratio,7316-2172 Log Ratio,7316-2172 Unshared Log Ratio,7316-157  Log Ratio,7316-157  Unshared Log Ratio,7316-1767 Log Ratio,7316-1767 Unshared Log Ratio,7316-329  Log Ratio,7316-329  Unshared Log Ratio,7316-1763 Log Ratio,7316-1763 Unshared Log Ratio,7316-946  Log Ratio,7316-946  Unshared Log Ratio,7316-897 Log Ratio,7316-897 Unshared Log Ratio,7316-1789  Log Ratio,7316-1789  Unshared Log Ratio,7316-445  Log Ratio,7316-445  Unshared Log Ratio,7316-153 Log Ratio,7316-153 Unshared Log Ratio,7316-2933  Log Ratio,7316-2933  Unshared Log Ratio,7316-146 Log Ratio,7316-146 Unshared Log Ratio,7316-101  Log Ratio,7316-101  Unshared Log Ratio,7316-3572 Log Ratio,7316-3572 Unshared Log Ratio,7316-38  Log Ratio,7316-38  Unshared Log Ratio,7316-222 Log Ratio,7316-222 Unshared Log Ratio,7316-186  Log Ratio,7316-186  Unshared Log Ratio,7316-2594 Log Ratio,7316-2594 Unshared Log Ratio,7316-384 Log Ratio,7316-384 Unshared Log Ratio
PTBP1,-1.73675481,-1.727309029,0.623731391,0.534031564,0.457706944,0.381755988,0.29641662,0.25568417,-0.346978839,-0.38155099,-0.053511635,-0.062045567,-0.472062856,-0.561222533,-0.427427694,-0.395587731,0.598827818,0.597874376,-0.259017632,-0.595020655,-0.517334545,-0.552392181,-0.360106052,-0.386099447,0.111301452,0.036927383,-0.139885172,-0.152130933,0.133676903,-0.000311441,0.604423683,0.560099173,1.244612597,1.206651854,-0.864123448,-0.892874592,-0.162106414,-0.226031616,-0.39065371,-0.436411026,0.0946028,-0.007395494,-1.390023269,-1.525598836,-0.883142006,-0.97361276,0.33828261,0.211679103,-0.692173944,-0.681222708,0.496959986,0.340828575,-0.5827582,-0.591449036,1.388782953,1.393103208,0.315230515,0.332244072,0.268148561,0.339417433,0.820287759,0.835963691,0.411853967,0.334988961,-1.937975717,-2.288353128,0.641253065,0.675745029,-1.837930651,-2.180955536,-0.13478821,-0.210191341,-1.4047957,-1.624520575,-0.28875755,-0.405489493,0.900331417,0.906391519,0.540222641,0.563509793,0.473595834,0.413125089,-0.366330745,-0.444716142,-0.515694084,-0.604659098,-0.037369303,-0.091371202,0.968349318,1.027527848,-0.965209751,-1.049828949,1.179190958,1.259622102,1.045177273,0.982101481,0.016210853,0.076404055,0.191027816,0.135869523,-0.402706257,-0.489637451,-0.609274251,-0.581860569,-0.179592338,-0.208876821,-1.426455712,-1.492894393,0.546202966,0.510857238,-0.325418471,-0.369813951,-1.948977515,-2.006993946,0.126477294,0.152429875,0.55613193,0.634742987,-0.709638832,-0.835252533,-0.313870138,-0.360917252,-1.251055532,-1.515158639,-0.578922617,-0.700085811,-0.312320351,-0.442635327,-0.122728496,-0.085962902,0.59431959,0.605310368,-0.497164282,-0.438870023,-0.771374459,-0.889526276,-1.642435438,-1.664417297,-0.210790246,-0.277065328,-0.004101311,-0.061720866,0.211677801,0.204756821,0.582130623,0.616549274,-0.969627904,-1.05125093,0.036044946,0.043906087,-0.270186607,-0.292100212,1.687302374,1.694168556,0.683964234,0.738766432,-0.744114873,-0.727942809,-1.557572322,-1.604049696,-1.408215946,-1.494793794,-0.936601357,-1.088033444,0.534660628,0.474305271,-0.98427301,-1.075550743,0.522475728,0.466354965,-0.339136322,-0.397390124,-0.255511623,-0.325445761,-0.078476243,-0.112410753,1.495261812,1.600246771,1.60583622,1.63218127,0.346478575,0.351864843,-1.125309271,-1.185605185,0.108896883,0.172996895,0.049054489,0.078615172,-1.708284437,-1.657518124,0.704593481,0.747808568,-0.267303369,-0.165028448,0.941097143,0.887034532,1.092697673,1.052929923,1.536120019,1.506967981,-0.333777247,-0.290187019,-0.396907644,-0.585837664,0.365978952,0.712799491,-0.771430814,-0.938214538,-0.720563643,-0.863359489,-0.532845702,-0.525841022,0.380248627,0.606223609,-1.051953204,-1.276022537,0.394776383,0.603159542,0.045968802,-0.083114717,-0.30240489,-0.348423289,0.315258459,0.245614926,1.557789316,1.537931569,-0.00382955,-0.045601951,-0.272380209,-0.275681874,0.038865387,0.063638136,0.282135749,0.245007546,1.884757883,1.953522313,0.495517446,0.526702631,0.941440107,0.93553329,0.083406215,-0.121585426,-0.241140455,-0.355446456,0.199188784,0.262842493,-0.23680623,-0.319108393,0.672573054,0.477635872,-0.257896213,-0.301737145,0.54262825,0.512879972,-0.27718511,-0.14912659,-0.11808331,-0.107131393,0.288565364,0.440462563,-0.12714505,-0.505503155,-0.696894845,-0.804101534,-0.237395805,-0.358180633,-1.425404222,-2.093676242,0.733482396,0.888762211,-0.219698754,-0.214049887,-1.272891458,-1.580153793,-0.765917354,-0.935116549,0.164519286,0.239088995,-1.65380052,-2.220197449,-0.151677524,-0.289917529,0.375927283,0.382839926,1.046141408,1.047636839,1.600701039,1.574494465,-0.667867612,-0.816492634,0.734049791,0.835625215,-0.660096263,-1.016667298,0.253150982,0.291708116,-0.163671021,-0.206509714,0.148669088,0.145812233,-1.059002729,-0.770074689,-0.269634625,-0.215590051,0.08538078,0.103445805,0.533817447,0.518076926,-1.513504177,-1.422209853,-0.191398087,-0.136134822,-0.106083166,-0.03450226,0.023660428,-0.048343277,0.029486365,0.227171528,0.601575586,0.527430375,-0.308489147,-0.377142586,-1.457123861,-1.584008876,-1.091798923,-1.380058678,0.453933234,0.491676174,-0.52297618,-0.707190633,-1.66747971,-2.22743569,-0.7406864,-0.832993397,0.753352964,0.892736081,-0.071525944,-0.0259162,0.00138923,0.186788455,-0.162234608,-0.128066655,-0.597910885,-0.57523801,-0.102244273,-0.359150983,0.480456622,0.456204032,-1.037762387,-1.028436692,-1.331478308,-1.253282957,0.916043069,0.949983176,-1.170888348,-1.308822091,-0.848731491,-0.879187574,-1.81700523,-1.84572034,-0.368399282,-0.426544562,-0.756326526,-0.741446484,0.04888433,-0.296071551,-0.628603225,-0.825418102,-0.243946764,-0.375233654,-1.500761977,-1.712185437,-0.20456127,-0.229276437,0.352697059,0.261392275,0.279958846,0.06566955,-0.304192837,-0.48186322,0.021438285,0.216315634,1.611412548,1.700066129,-0.793331156,-0.732096884,-1.791106253,-1.781346293,1.345293728,1.524174563,-0.60102298,-0.525095436,-1.386350081,-1.475323387,-0.604870716,-0.571919929,-0.718883232,-0.725461388,-0.479704999,-0.419294141,0.358652262,-0.140688035,0.51159847,0.785834393,0.4678731,0.131730353,0.262995175,0.154659024,-0.182582583,-0.320789189,0.14298159,-0.411823941,0.135603427,0.045626169,-0.024730452,0.086091187,-0.022447597,0.420301736,0.303663844,0.239890928,-0.240480187,-0.092576664,-0.001018311,0.050234063,-1.125983304,-1.291126241,-0.132221539,-0.073916856,-0.145952951,-0.004763054,0.032516958,0.019007838,-0.581991141,-0.337076117,-0.767442847,-0.917525203,-0.380799637,-0.407013793,0.162350354,0.075071359,1.079591162,1.119499392,0.889798083,1.252159448,-0.336304441,-0.273177853,-0.779782363,-0.827707118,-0.806382029,-0.879905201,-0.302989117,-0.642932328,-0.246994026,-0.318206875,-0.725856499,-0.645621962,0.02328445,0.155682156,-0.592293231,-0.742983901
IGSF8,3.235455651,3.25134599,-1.905199325,-1.89859992,-2.742588907,-2.739304716,-1.59046622,-1.589195089,-1.375569925,-1.374748036,-1.153969688,-1.168259202,-1.111131206,-1.108254204,-1.269194909,-1.26577015,-2.151210788,-2.165165286,-0.884483417,-0.88837942,-1.092385797,-1.081139561,1.23518382,1.24183875,-1.496355661,-1.502768657,-1.687372547,-1.68409693,-2.435472352,-2.434442238,-0.775674254,-0.782059018,-2.071986503,-2.089666808,1.267472047,1.28195212,-1.494808125,-1.488076809,-2.071517094,-2.071898486,-2.342949039,-2.353928345,1.702274537,1.72654754,-0.099010074,-0.088568633,-1.090353054,-1.100440014,1.106372787,1.1209762,-1.227510289,-1.226862838,1.611844953,1.6354438,-2.022045589,-2.040015458,-1.869447611,-1.872699948,-1.593182691,-1.591685207,-1.523233501,-1.525084267,-4.567476627,-4.571903537,2.644002152,2.670911609,-1.874363444,-1.873523491,2.44365253,2.461430804,-1.548296615,-1.54588917,0.885183268,0.908067808,-1.798211363,-1.796335078,-2.249721175,-2.25963247,-0.939308559,-0.941648895,0.122134773,0.118390992,-0.953470694,-0.956255199,-1.330159251,-1.315550579,-1.688120825,-1.686409841,-1.806629711,-1.815403358,0.849401434,0.857275186,-1.842926033,-1.863060023,-2.995884283,-3.010649926,1.928475199,1.93110926,-2.818528193,-2.830989969,-1.172028776,-1.172768645,-1.096674608,-1.088981979,-0.517559986,-0.514750089,1.555424948,1.566344135,-1.350136496,-1.348655112,-1.094034364,-1.097675142,2.861372832,2.904089854,-1.420375324,-1.421964813,-1.961035231,-1.965535361,-1.34611195,-1.33726875,-1.018987364,-1.011259584,2.297756987,2.312349696,-0.993856267,-0.986000854,-1.091961627,-1.094879045,-1.486873234,-1.492791119,-1.689197393,-1.698804396,-1.001644558,-0.993103759,1.12895373,1.133614518,2.963744395,2.977815353,-1.32872772,-1.335807283,-1.350761709,-1.356146839,-0.354052778,-0.345177019,-1.578703345,-1.577520021,-1.198532961,-1.205458926,-3.062246981,-3.071890877,-2.839317319,-2.85185259,-3.21198403,-3.231821133,-1.517281569,-1.518728114,-0.661438963,-0.643053554,2.224252908,2.241763844,2.094823982,2.115472301,1.457321154,1.471268732,-1.015179361,-1.021522938,1.18938035,1.208623819,-1.838213806,-1.829233393,-1.220747521,-1.222785897,-0.788594443,-0.785697382,-0.575131067,-0.57913182,-2.053942275,-2.060940286,-1.9665269,-1.983925819,-1.413451144,-1.408586637,0.964854115,0.983657606,-1.391215644,-1.387266136,-1.596974892,-1.59038048,2.920961723,2.940215445,-1.431580855,-1.432312141,0.028251373,0.0338781,-1.262078937,-1.27609489,-0.781711187,-0.79523019,-1.473933658,-1.48962724,-1.854407077,-1.846618118,-1.532867657,-1.535818681,-0.954360989,-0.962509369,0.502211061,0.51599951,-0.828736351,-0.817114563,-1.184268243,-1.184659465,-1.917094022,-1.926404238,-0.870756537,-0.853447905,-1.922187833,-1.929732574,-0.208769965,-0.220817624,-1.232460747,-1.226405292,-1.001655469,-1.007157205,-3.090710134,-3.124221557,-1.582086533,-1.579735856,-1.542765075,-1.544188614,-0.994009485,-0.989781141,-1.838072023,-1.84717788,-2.57315132,-2.59679009,-2.085026352,-2.088870177,-1.962134462,-1.977520738,-1.000776688,-0.98927663,0.279454788,0.278850918,-1.424442214,-1.434214712,-1.089026981,-1.077539629,-1.379014692,-1.385520088,-0.560560679,-0.55817877,-2.23886724,-2.240701076,-0.616645347,-0.609166636,-1.348104247,-1.345343311,-1.936132053,-1.941656823,-1.240489184,-1.235301337,-0.765309729,-0.75816535,-1.006738123,-1.005660539,3.442614668,3.476944495,-0.817426243,-0.820763752,-1.04134247,-1.038363713,1.570250385,1.592951627,0.106189876,0.119776623,-1.115104297,-1.118771499,2.967757121,2.988164101,-1.648659594,-1.648626517,-1.777088196,-1.784307087,-1.842708172,-1.857497519,-2.104270031,-2.128085471,1.564264689,1.58241036,-1.092414772,-1.096697747,1.868081548,1.881518055,-0.034630315,-0.024631828,-1.445759946,-1.438084103,-1.537887303,-1.542761061,1.150981615,1.167981393,-1.109005791,-1.101478335,-1.3591969,-1.364280524,-1.764568822,-1.775775588,2.534525513,2.552259165,-0.956922469,-0.949943347,-1.629954261,-1.623547988,-0.804792588,-0.817011685,-1.6238483,-1.627146328,-2.098946191,-2.117710954,-0.872914058,-0.86616462,0.710661304,0.731443244,0.410258458,0.430126233,-1.75842293,-1.761512073,0.411716328,0.43737073,2.910113903,2.935367673,1.144481764,1.158456785,-1.005593041,-1.011454795,-1.358256112,-1.36708115,0.317338436,0.31774214,-1.510049271,-1.509514381,-1.685668145,-1.676191217,-0.939206074,-0.934305332,-2.184565767,-2.195092811,1.042817636,1.056053333,2.014588948,2.025782865,-1.833771502,-1.82517393,-0.119305636,-0.108128469,-0.412544751,-0.403973613,2.674654694,2.688590138,-1.467304935,-1.46172225,-1.193429282,-1.17359272,-1.959612802,-1.963403039,1.136199328,1.144375932,-1.501805618,-1.503161288,1.385886987,1.403347925,-1.197068207,-1.193457471,-0.43156901,-0.426623309,-2.138535826,-2.146953623,-1.470018109,-1.470632203,-0.775241763,-0.773248076,-2.400869747,-2.408923879,-0.737273598,-0.738548407,2.354759279,2.373990565,-1.850864943,-1.857756649,0.150647124,0.157872142,0.097908941,0.104401188,-1.285312839,-1.276820116,-1.289212005,-1.287641263,-1.405727579,-1.39852221,-2.909197209,-2.927571455,-1.959537594,-1.958203326,-2.991071188,-2.988383366,-1.492604528,-1.497918224,-1.334448916,-1.321930413,-1.047964762,-1.049695028,-2.153608229,-2.163486438,-1.609024939,-1.60372212,-2.433129478,-2.435276286,-3.077711739,-3.095938834,-0.930930135,-0.92613186,-1.683145971,-1.685165685,2.014416671,2.032272149,-1.88591858,-1.892283631,-1.73960741,-1.744947248,-2.300279249,-2.284203889,-0.947210052,-0.946808089,-0.183580515,-0.17391545,0.446957275,0.449937168,-1.887382239,-1.900411767,-2.783346341,-2.800128795,-3.517552959,-3.533576289,-1.020228359,-1.01657739,1.084353146,1.103365871,2.3900952,2.399682694,-0.720992268,-0.71566239,-2.321184208,-2.326274783,-0.919544212,-0.906311874,-1.238502107,-1.244504503,1.082949727,1.09289512
